Centre Code,Centre Name,Centre Type,Centre Status,Host Centre Code,Host Centre Name,Official Low Year Level,Official High Year Level,Officer In Charge Title,School Level Code,Show Holiday Date,Internet Site,Phone Number,Restrict Contact Outside Teaching Hours,Fax Number,Actual Address Line 1,Actual Address Line 2,Actual Address Line 3,Actual Address Post Code,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Post Code,Education Geographic Region,Federal Electorate,State Electorate,Local Government Area,Statistical Area Level2,Statistical Area Level2 Code,Remoteness Area,Enrolment Effective Date,All Student Count,Campus All Student Count,Early Childhood Registrations,Campus Early Childhood Registrations,ABN,Sector,Non-State Sector,Longitude,Latitude
1673,Mena Creek State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 July 2022,www.menacreekss.eq.edu.au,(07) 4065 3221,N,,,Mena Creek Road,Mena Creek,4871,c/- Post Office,Mena Creek,,4871,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Johnstone,306031160,Outer Regional Australia,2022 February,31.00,,0.00,,59722001889,State,,145.955503,-17.654747
1733,Meridan State College,State School,Open,,,Prep Year,Year 12,Executive Principal,10,27 May 2022,www.meridansc.eq.edu.au,(07) 5490 2666,N,,,214 Parklands Boulevard,Meridan Plains,4551,PO Box 6352,Meridan Plains,,4551,North Coast,Fisher,Kawana,Sunshine Coast (R),Caloundra - West,316021420,Major Cities of Australia,2022 February,2252.00,,0.00,,87828965081,State,,153.102885,-26.773775
0806,Merinda State School,State School,Open,,,Prep Year,Year 6,Principal,02,21 June 2022,www.merindass.eq.edu.au,(07) 4785 2193,N,(07) 4785 2204,,Bergl Street,Bowen,4805,CMB,Merinda Via Bowen,,4805,North Queensland,Dawson,Burdekin,Whitsunday (R),Collinsville,312011340,Outer Regional Australia,2022 February,63.00,,0.00,,72784486687,State,,148.163654,-20.020156
0179,Meringandan State School,State School,Open,,,Prep Year,Year 6,Principal,03,25 March 2022,www.meringandanss.eq.edu.au,(07) 4696 9666,N,(07) 4696 9600,,10 School Road,Meringandan West,4352,10 School Rd,Meringandan West,,4352,Darling Downs South West,Groom,Condamine,Toowoomba (R),Gowrie (Qld),317011449,Inner Regional Australia,2022 February,252.00,,0.00,,69055882256,State,,151.905023,-27.430377
2147,Merrimac State High School,State High School,Open,,,Year 7,Year 12,Principal,07,26 August 2022,www.merrimacshs.eq.edu.au,(07) 5595 8666,N,(07) 5595 8600,,Dunlop Court,Mermaid Waters,4218,Q Supercentre,PO Box 5610,Mermaid Waters,4218,South East,Moncrieff,Mermaid Beach,Gold Coast (C),Mermaid Waters,309011228,Major Cities of Australia,2022 February,1214.00,,0.00,,29878213884,State,,153.416317,-28.039803
1586,Merrimac State School,State School,Open,,,Prep Year,Year 6,Principal,06,26 August 2022,www.merrimacss.eq.edu.au,(07) 5569 1555,N,(07) 5569 1500,,2 Boowaggan Road,Merrimac,4226,2 Boowaggan Road,Merrimac,,4226,South East,Mcpherson,Mudgeeraba,Gold Coast (C),Merrimac,309081260,Major Cities of Australia,2022 February,724.00,,0.00,,71936079187,State,,153.376669,-28.041257
1291,Miallo State School,State School,Open,,,Prep Year,Year 6,Principal,03,18 July 2022,www.mialloss.eq.edu.au,(07) 4213 2555,N,,,Miallo Bamboo Creek Road,Miallo,4873,PO Box 173,Mossman,,4873,Far North Queensland,Leichhardt,Cook,Douglas (S),Daintree,306041164,Outer Regional Australia,2022 February,135.00,,0.00,,18274032016,State,,145.376152,-16.388888
2086,Miami State High School,State High School,Open,,,Year 7,Year 12,Principal,08,26 August 2022,www.miamishs.eq.edu.au,(07) 5554 0333,N,(07) 5554 0300,,2137-2205 Gold Coast Highway,Miami,4220,PO Box 242,Nobby Beach,,4218,South East,Moncrieff,Mermaid Beach,Gold Coast (C),Miami,309011229,Major Cities of Australia,2022 February,1566.00,,0.00,,33118306483,State,,153.437899,-28.062823
1890,Miami State School,State School,Open,,,Early Childhood,Year 6,Principal,06,26 August 2022,www.miamiss.eq.edu.au,(07) 5595 4888,N,(07) 5595 4800,,18-36 Oceanic Drive,Mermaid Waters,4218,18-36 Oceanic Drive,Mermaid Waters,,4218,South East,Moncrieff,Mermaid Beach,Gold Coast (C),Mermaid Waters,309011228,Major Cities of Australia,2022 February,863.00,,23.00,,99902486502,State,,153.426091,-28.059638
1969,Middle Park State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.middleparkss.eq.edu.au,(07) 3712 9888,N,,,Cnr Sumners Road & Macfarlane Street,Middle Park,4074,Cnr Sumners Road & Macfarlane Street,Middle Park,,4074,Metropolitan,Oxley,Mount Ommaney,Brisbane (C),Middle Park - Jamboree Heights,304011082,Major Cities of Australia,2022 February,638.00,,0.00,,54394321546,State,,152.917175,-27.559487
0414,Middle Ridge State School,State School,Open,,,Prep Year,Year 6,Principal,06,25 March 2022,www.middleridgess.eq.edu.au,(07) 4687 4222,N,,,203 Spring Street,Middle Ridge,4350,203 Spring Street,Middle Ridge,Toowoomba,4350,Darling Downs South West,Groom,Toowoomba South,Toowoomba (R),Middle Ridge,317011452,Inner Regional Australia,2022 February,724.00,,0.00,,83674409071,State,,151.956495,-27.601717
1905,Middlemount Community School,State School,Open,,,Prep Year,Year 12,Principal,04,25 May 2022,www.middlemountcs.eq.edu.au,(07) 4981 2333,N,(07) 4981 2300,,James Randell Drive,Middlemount,4746,James Randell Drive,Middlemount,,4746,Central Queensland,Capricornia,Burdekin,Isaac (R),Broadsound - Nebo,312011338,Remote Australia,2022 February,263.00,,0.00,,68496798430,State,,148.700813,-22.810863
2144,Miles State High School,State High School,Open,,,Year 7,Year 12,Principal,04,17 May 2022,www.milesshs.eq.edu.au,(07) 4628 5111,N,,,Pine Street,Miles,4415,PO Box 21,Miles,,4415,Darling Downs South West,Maranoa,Callide,Western Downs (R),Miles - Wandoan,307011175,Outer Regional Australia,2022 February,175.00,,0.00,,31890491841,State,,150.185136,-26.653516
0341,Miles State School,State School,Open,,,Early Childhood,Year 6,Principal,03,17 May 2022,www.milesss.eq.edu.au,(07) 4628 0333,N,,,Constance Street,Miles,4415,PO Box 63,Miles,,4415,Darling Downs South West,Maranoa,Callide,Western Downs (R),Miles - Wandoan,307011175,Outer Regional Australia,2022 February,185.00,,1.00,,38648048957,State,,150.185634,-26.656815
0771,Millaa Millaa State School,State School,Open,,,Prep Year,Year 6,Principal,02,28 June 2022,www.millaamillaass.eq.edu.au,(07) 4097 2167,N,(07) 4097 2157,,1 Beech Street,Millaa Millaa,4886,PO Box 31,Millaa Millaa,,4886,Far North Queensland,Kennedy,Hill,Tablelands (R),Malanda - Yungaburra,306051169,Outer Regional Australia,2022 February,48.00,,0.00,,30002210557,State,,145.610159,-17.512725
0867,Millaroo State School,State School,Open,,,Early Childhood,Year 6,Principal,01,22 June 2022,www.millarooss.eq.edu.au,(07) 4784 9139,N,(07) 4784 9287,,Cunningham Street,Millaroo,4807,MS 54,Pmb 8,Ayr,4807,North Queensland,Kennedy,Burdekin,Burdekin (S),Burdekin,318011461,Remote Australia,2022 February,3.00,,2.00,,91266089311,State,,147.280664,-20.058140
0157,Millchester State School,State School,Open,,,Prep Year,Year 6,Principal,03,26 July 2022,www.millchesterss.eq.edu.au,(07) 4754 6666,N,(07) 4754 6600,,Cnr Bluff & Phillipson Roads,Millchester,4820,PO Box 732,Charters Towers,,4820,North Queensland,Kennedy,Traeger,Charters Towers (R),Charters Towers,318011462,Outer Regional Australia,2022 February,138.00,,0.00,,81944892286,State,,146.275344,-20.089100
0176,Millmerran State School,State School,Open,,,Prep Year,Year 10,Principal,04,25 March 2022,www.millmerranss.eq.edu.au,(07) 4695 3333,N,(07) 4695 3300,,19 Simmons Street,Millmerran,4357,P.o. Box 156,Millmerran,,4357,Darling Downs South West,Maranoa,Southern Downs,Toowoomba (R),Millmerran,307021181,Inner Regional Australia,2022 February,256.00,,0.00,,60780535367,State,,151.265453,-27.878235
1120,Milman State School,State School,Open,,,Prep Year,Year 6,Principal,01,10 June 2022,www.milmanss.eq.edu.au,(07) 4934 3106,N,(07) 4934 3119,,335 Milman Road,Milman,4702,335 Milman Road,Milman,,4702,Central Queensland,Capricornia,Mirani,Livingstone (S),Rockhampton Region - North,308031219,Outer Regional Australia,2022 February,5.00,,0.00,,82674043751,State,,150.408623,-23.106002
2024,Milpera State High School,State High School,Open,,,Year 7,Year 12,Principal,05,10 August 2022,www.milperashs.eq.edu.au,(07) 3270 3222,N,(07) 3379 3200,,Parker Street,Chelmer,4068,Parker Street,Chelmer,,4068,Metropolitan,Moreton,Miller,Brisbane (C),Chelmer - Graceville,304031092,Major Cities of Australia,2022 February,170.00,,0.00,,69760801167,State,,152.977559,-27.514033
0551,Milton State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.miltonss.eq.edu.au,(07) 3514 6333,N,(07) 3514 6300,,Bayswater Street,Milton,4064,Bayswater Street,Milton,,4064,Metropolitan,Brisbane,Maiwar,Brisbane (C),Paddington - Milton,305041135,Major Cities of Australia,2022 February,657.00,,0.00,,23955225342,State,,152.998573,-27.466889
0294,Minden State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.mindenss.eq.edu.au,(07) 5425 7222,N,(07) 5426 8533,,1032 Lowood-Minden Road,Minden,4311,1032 Lowood-Minden Road,Minden,,4311,Metropolitan,Blair,Lockyer,Somerset (R),Lowood,310021281,Inner Regional Australia,2022 February,150.00,,0.00,,29782176466,State,,152.544156,-27.554762
0265,Minimbah State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.minimbahss.eq.edu.au,(07) 5431 7333,N,,,Cnr Walkers Road & Minimbah Drive,Morayfield,4506,Cnr Walkers Road & Minimbah Drive,Morayfield,,4506,North Coast,Longman,Morayfield,Moreton Bay (R),Caboolture - South,313021366,Major Cities of Australia,2022 February,723.00,,0.00,,41861254914,State,,152.924326,-27.110796
2117,Mirani State High School,State High School,Open,,,Year 7,Year 12,Principal,06,16 June 2022,www.miranishs.eq.edu.au,(07) 4966 7111,N,(07) 4966 7100,,Augusta Street,Mirani,4754,PO Box 58,Mirani,,4754,Central Queensland,Capricornia,Mirani,Mackay (R),Pioneer Valley,312021351,Outer Regional Australia,2022 February,899.00,,0.00,,86876754498,State,,148.862371,-21.157627
0658,Mirani State School,State School,Open,,,Prep Year,Year 6,Principal,04,16 June 2022,www.miraniss.eq.edu.au,(07) 4966 7333,N,(07) 4966 7300,,12 Maud Street,Mirani,4754,PO Box 30,Mirani,,4754,Central Queensland,Capricornia,Mirani,Mackay (R),Pioneer Valley,312021351,Outer Regional Australia,2022 February,318.00,,0.00,,94548668770,State,,148.861984,-21.161463
0792,Miriam Vale State School,State School,Open,,,Early Childhood,Year 10,Principal,03,08 August 2022,www.miriamvaless.eq.edu.au,(07) 4974 6333,N,(07) 4974 6300,,15 Roe Street,Miriam Vale,4677,PO Box 141,Miriam Vale,,4677,Central Queensland,Flynn,Burnett,Gladstone (R),Agnes Water - Miriam Vale,308051530,Outer Regional Australia,2022 February,140.00,,10.00,,90562808657,State,,151.561627,-24.329777
1382,Mirriwinni State School,State School,Open,,,Prep Year,Year 6,Principal,02,15 July 2022,www.mirriwinniss.eq.edu.au,(07) 4067 7333,N,(07) 4067 6269,,3 Whitman Street,Mirriwinni,4871,PO Box 12,Mirriwinni,,4871,Far North Queensland,Kennedy,Hill,Cairns (R),Babinda,306031158,Outer Regional Australia,2022 February,24.00,,0.00,,61085118236,State,,145.909769,-17.402200
1324,Mission Beach State School,State School,Open,,,Prep Year,Year 6,Principal,04,22 July 2022,www.missionbeachss.eq.edu.au,(07) 4088 8333,N,(07) 4088 8300,,Webb Road,Wongaling Beach,4852,Webb Road,Wongaling Beach,,4852,Far North Queensland,Kennedy,Hill,Cassowary Coast (R),Tully,306031161,Outer Regional Australia,2022 February,316.00,,0.00,,36904552545,State,,146.092576,-17.904290
1919,Mistake Creek State School,State School,Open,,,Early Childhood,Year 6,Principal,01,25 May 2022,www.mistakecreekss.eq.edu.au,(07) 4983 5335,N,(07) 4983 5405,,6652 Clermont Alpha Road,Clermont,4721,Mail Service 627,Clermont,,4721,Central Queensland,Capricornia,Burdekin,Isaac (R),Clermont,312011339,Very Remote Australia,2022 February,7.00,,1.00,,87934215363,State,,147.083309,-22.988983
0027,Mitchell State School,State School,Open,,,Prep Year,Year 10,Principal,03,10 May 2022,www.mitchellss.eq.edu.au,(07) 4623 8888,N,(07) 4623 1714,,105 Cambridge Street,Mitchell,4465,PO Box 65,Mitchell,,4465,Darling Downs South West,Maranoa,Warrego,Maranoa (R),Roma Region,307011177,Very Remote Australia,2022 February,103.00,,0.00,,17354934223,State,,147.971520,-26.488567
3005,Mitchelton Special School,Special School,Open,,,Early Childhood,Year 12,Principal,06,10 August 2022,www.mitcheltonspecs.eq.edu.au,(07) 3354 5333,N,(07) 3354 5300,,Kedron Avenue,Mitchelton,4053,Kedron Avenue,Mitchelton,,4053,Metropolitan,Ryan,Ferny Grove,Brisbane (C),Mitchelton,304041101,Major Cities of Australia,2022 February,86.00,,27.00,,57177346929,State,,152.975668,-27.413026
2040,Mitchelton State High School,State High School,Open,,,Year 7,Year 12,Principal,06,10 August 2022,www.mitcheltonshs.eq.edu.au,(07) 3550 1111,N,(07) 3550 1100,,754 Samford Road,Mitchelton,4053,PO Box 126,Everton Park,,4053,Metropolitan,Ryan,Ferny Grove,Brisbane (C),Mitchelton,304041101,Major Cities of Australia,2022 February,463.00,,0.00,,33901979534,State,,152.965912,-27.410488
1538,Mitchelton State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.mitcheltonss.eq.edu.au,(07) 3550 2333,N,,,47 Glen Retreat Road,Mitchelton,4053,47 Glen Retreat Road,Mitchelton,,4053,Metropolitan,Ryan,Ferny Grove,Brisbane (C),Mitchelton,304041101,Major Cities of Australia,2022 February,537.00,,0.00,,19469387156,State,,152.969747,-27.413166
0701,Moffatdale State School,State School,Open,,,Prep Year,Year 6,Principal,02,08 August 2022,www.moffatdass.eq.edu.au,(07) 4168 4724,Y,(07) 4168 4714,,892 Barambah Road,Moffatdale,4605,892 Barambah Road,via Murgon,,4605,Darling Downs South West,Wide Bay,Nanango,South Burnett (R),Kingaroy Region - North,319021506,Outer Regional Australia,2022 February,63.00,,0.00,,43567186815,State,,152.011754,-26.305954
0073,Moggill State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.moggillss.eq.edu.au,(07) 3202 0444,N,,,3417 Moggill Road,Moggill,4070,3417 Moggill Road,Moggill,,4070,Metropolitan,Ryan,Moggill,Brisbane (C),Bellbowrie - Moggill,304021086,Major Cities of Australia,2022 February,756.00,,0.00,,85860585792,State,,152.877617,-27.569261
0417,Monkland State School,State School,Open,,,Prep Year,Year 6,Principal,03,13 May 2022,www.monklandss.eq.edu.au,(07) 5489 8888,N,(07) 5489 8800,,220 Brisbane Road,Monkland,4570,220 Brisbane Road,Monkland,Gympie,4570,North Coast,Wide Bay,Gympie,Gympie (R),Gympie - North,319031512,Inner Regional Australia,2022 February,118.00,,0.00,,47519735645,State,,152.685981,-26.213842
1513,Monogorilby State School,State School,Open,,,Early Childhood,Year 6,Principal,01,06 May 2022,www.monogorilbyss.eq.edu.au,(07) 4165 8188,N,,,2199 Monogorilby Road,Monogorilby,4626,Mail service 805,Mundubbera,,4626,Darling Downs South West,Flynn,Callide,North Burnett (R),Gayndah - Mundubbera,319021503,Outer Regional Australia,,,,,,46203705149,State,,151.008470,-26.054840
2098,Monto State High School,State High School,Open,,,Year 7,Year 12,Principal,04,08 August 2022,www.montoshs.eq.edu.au,(07) 4166 9555,N,(07) 4166 9500,,Mouatt Street,Monto,4630,PO Box 141,Monto,,4630,Central Queensland,Flynn,Callide,North Burnett (R),Monto - Eidsvold,319021508,Outer Regional Australia,2022 February,194.00,,0.00,,60599523280,State,,151.118564,-24.869915
1831,Monto State School,State School,Open,,,Prep Year,Year 6,Principal,03,08 August 2022,www.montoss.eq.edu.au,(07) 4166 9111,N,(07) 4166 9100,,3 Leichhardt Street,Monto,4630,3 Leichhardt Street,Monto,,4630,Central Queensland,Flynn,Callide,North Burnett (R),Monto - Eidsvold,319021508,Outer Regional Australia,2022 February,112.00,,0.00,,73672341134,State,,151.118232,-24.867866
0776,Montville State School,State School,Open,,,Prep Year,Year 6,Principal,02,10 June 2022,www.montvilless.eq.edu.au,(07) 5452 1333,N,(07) 5452 1300,,Main Street,Montville,4560,Main Street,Montville,,4560,North Coast,Fisher,Glass House,Sunshine Coast (R),Palmwoods,316061444,Inner Regional Australia,2022 February,106.00,,0.00,,76530534657,State,,152.893077,-26.688654
1818,Mooloolaba State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 June 2022,www.mooloolabass.eq.edu.au,(07) 5457 7222,N,(07) 5457 7200,,Cnr Meta & Douglas Streets,Mooloolaba,4557,PO Box 225,Mooloolaba,,4557,North Coast,Fisher,Maroochydore,Sunshine Coast (R),Mooloolaba - Alexandra Headland,316031428,Major Cities of Australia,2022 February,731.00,,0.00,,30823933634,State,,153.113718,-26.678458
0309,Mooloolah State School,State School,Open,,,Prep Year,Year 6,Principal,03,27 May 2022,www.mooloolahss.eq.edu.au,(07) 5413 6333,N,(07) 5413 6300,,King Road,Mooloolah Valley,4553,King Road,Mooloolah,,4553,North Coast,Fisher,Glass House,Sunshine Coast (R),Landsborough,316061442,Inner Regional Australia,2022 February,234.00,,0.00,,24809365962,State,,152.958259,-26.769062
0511,Moonie State School,State School,Open,,,Early Childhood,Year 6,Principal,02,08 August 2022,www.mooniess.eq.edu.au,(07) 4665 0133,N,(07) 4665 0239,,11305 Moonie Highway,Moonie,4406,11305 Moonie Highway,Moonie,,4406,Darling Downs South West,Maranoa,Warrego,Western Downs (R),Tara,307011178,Outer Regional Australia,2022 February,25.00,,3.00,,21880542717,State,,150.373238,-27.713809
1739,Moore Park Beach State School,State School,Open,,,Prep Year,Year 6,Principal,03,26 May 2022,www.mooreparkbeachss.eq.edu.au,(07) 4130 6111,N,(07) 4130 6100,,14 Murdochs Linking Road,Moore Park Beach,4670,PO Box 7196,Bundaberg North,,4670,North Coast,Flynn,Burnett,Bundaberg (R),Bundaberg Region - North,319011498,Inner Regional Australia,2022 February,141.00,,0.00,,33039286712,State,,152.255222,-24.709673
1637,Moorooka State School,State School,Open,,,Prep Year,Year 6,Principal,05,10 August 2022,www.moorookass.eq.edu.au,(07) 3426 5333,N,(07) 3426 5300,,Sherley Street,Moorooka,4105,PO Box 81,Moorooka,,4105,Metropolitan,Moreton,Toohey,Brisbane (C),Moorooka,303041068,Major Cities of Australia,2022 February,478.00,,0.00,,65083658850,State,,153.023970,-27.535704
1908,Moranbah East State School,State School,Open,,,Prep Year,Year 6,Principal,05,25 May 2022,www.moranbaheastss.eq.edu.au,(07) 4941 3333,N,(07) 4941 3300,,4 Williams Street,Moranbah,4744,4 Williams Street,Moranbah,,4744,Central Queensland,Capricornia,Burdekin,Isaac (R),Moranbah,312011341,Outer Regional Australia,2022 February,628.00,,0.00,,32498583071,State,,148.063356,-22.005128
2135,Moranbah State High School,State High School,Open,,,Year 7,Year 12,Principal,06,25 May 2022,www.moranbahshs.eq.edu.au,(07) 4949 2111,N,,,Mills Avenue,Moranbah,4744,PO Box 63,Moranbah,,4744,Central Queensland,Capricornia,Burdekin,Isaac (R),Moranbah,312011341,Outer Regional Australia,2022 February,745.00,,0.00,,67575392310,State,,148.059443,-22.000422
0896,Moranbah State School,State School,Open,,,Early Childhood,Year 6,Principal,05,25 May 2022,www.moranbahss.eq.edu.au,(07) 4949 2777,N,,,1a Belyando Avenue,Moranbah,4744,Belyando Avenue,Moranbah,,4744,Central Queensland,Capricornia,Burdekin,Isaac (R),Moranbah,312011341,Outer Regional Australia,2022 February,535.00,,10.00,,44828856931,State,,148.047863,-21.998470
1985,Morayfield East State School,State School,Open,,,Prep Year,Year 6,Principal,06,08 August 2022,www.morayfieldeastss.eq.edu.au,(07) 5428 8444,N,(07) 5428 8400,,107 Graham Road,Morayfield,4506,PO Box 416,Morayfield,,4506,North Coast,Longman,Morayfield,Moreton Bay (R),Morayfield - East,313021368,Major Cities of Australia,2022 February,945.00,,0.00,,47342350570,State,,152.966994,-27.116828
2154,Morayfield State High School,State High School,Open,,,Year 7,Year 12,Principal,08,08 August 2022,www.morayfieldshs.eq.edu.au,(07) 5428 5555,N,(07) 5428 5500,,Visentin Road,Morayfield,4506,PO Box 835,Caboolture,,4510,North Coast,Longman,Morayfield,Moreton Bay (R),Morayfield - East,313021368,Major Cities of Australia,2022 February,1705.00,,0.00,,71175096332,State,,152.953373,-27.109046
